produit_id,modele,mae,rmse,mape,classe_abc,classe_xyz,classe_abc_xyz
P0134,sarima,11.022906472255327,13.936834291944336,71.76186177848027,C,X,CX
P0217,sarima,4.707055988352083,4.930271685421313,40.21274286671595,C,X,CX
P0187,croston,3.24607585367809,3.284358148532517,274.60758536780907,C,Z,CZ
P0229,sarima,3.1116486005156183,3.6220157997657245,182.4850924975309,C,Y,CY
P0251,sarima,3.6666666666666665,3.8297084310253524,100.0,C,Y,CY
P0247,obsolete,,,,C,Y,CY
P0101,obsolete,,,,C,Z,CZ
P0175,sarima,13.20225481734037,16.03354280543611,67.28103492130928,C,Y,CY
P0141,sarima,19.765731384481068,22.84910063625907,43.25744797434521,C,X,CX
P0197,sarima,15.553649398002825,22.223334564379194,35.94310531831866,C,X,CX
P0059,sarima,2.8333333333333335,3.6285901761795403,180.0,C,Y,CY
P0154,sarima,71.85372121789293,72.55728802930929,259.68481702671914,C,X,CX
P0077,obsolete,,,,C,Z,CZ
P0123,sarima,41.28149428382596,46.14485948215932,114.25723324168497,C,X,CX
P0275,sarima,9.333333333333334,11.561430130683084,56.86507936507936,C,X,CX
P0243,sarima,13.81141341940552,16.29247865129982,64.53953841834449,C,X,CX
P0041,croston,2.0836737678068116,2.461562914077867,93.50979663019612,C,Z,CZ
P0079,obsolete,,,,C,Z,CZ
P0209,obsolete,,,,C,X,CX
P0003,obsolete,,,,C,Z,CZ
P0228,sarima,4.499639798399758,5.369466724191802,91.66066330666261,C,X,CX
P0049,sarima,9.9282331927464,11.232403064438833,233.07832630398676,C,Y,CY
P0151,sarima,13.191141029082749,14.954217136050781,36.11949836461142,C,Y,CY
P0163,sarima,18.341645986391015,20.61268478281304,70.63882011091071,C,X,CX
P0244,sarima,24.537953104659824,27.127817277511813,81.71699262333311,C,X,CX
P0193,obsolete,,,,C,Y,CY
P0203,sarima,24.124465917571513,32.15430405049716,57.021911529923216,C,X,CX
P0036,sarima,3.1666666666666665,3.8078865529319543,140.0,C,Y,CY
P0246,sarima,2.055056560953308,2.402398895678254,145.73393823169508,C,Y,CY
P0160,sarima,11.529869218221846,17.03372429548288,42.982805645903724,C,Y,CY
P0174,sarima,25.88218630654694,30.82910367569151,141.20534427130724,C,X,CX
P0260,sarima,2.818228033884425,4.181551283135811,125.39078885632313,C,Y,CY
P0207,sarima,24.833333333333332,30.591393125082313,61.8142150206479,C,X,CX
P0122,sarima,43.13655123518608,44.26801823137467,95.6453140393169,C,X,CX
P0181,sarima,7.463165166300487,9.408579662567188,360.41585375038494,C,Y,CY
P0171,sarima,37.50146264862242,44.026682886311185,226.14127434221746,C,Y,CY
P0106,obsolete,,,,C,Z,CZ
P0108,sarima,2.8941558155122356,3.4342664618197754,72.34789032472196,C,Y,CY
P0140,sarima,14.666666666666666,18.211717839530316,36.07935576622851,C,X,CX
P0252,sarima,2.587560771963814,3.170483211407782,132.1718467675413,C,Y,CY
P0231,obsolete,,,,C,Y,CY
P0273,obsolete,,,,C,Y,CY
P0224,sarima,2.6810272742372714,3.4019437537984953,99.66178325523205,C,Y,CY
P0027,obsolete,,,,C,X,CX
P0082,obsolete,,,,C,Z,CZ
P0103,sarima,5.708783488077548,6.625817407132653,91.70138283072835,C,X,CX
P0276,sarima,5.3943268118760015,6.4347732446098105,97.74741636841911,C,X,CX
P0031,obsolete,,,,C,X,CX
P0253,sarima,6.678864756093282,7.117594314716084,342.21887622870446,C,Y,CY
P0047,obsolete,,,,C,Z,CZ
P0274,sarima,6.352822487993193,7.3328473813336545,74.10870070309085,C,X,CX
P0153,sarima,40.873166725602125,44.65588789228219,211.13585876445086,C,X,CX
P0266,sarima,6.176212147054312,7.149680405529584,256.9252946634323,C,Y,CY
P0210,sarima,17.091331414734324,21.30922810202019,67.74696652139622,C,X,CX
P0125,sarima,21.26837279661272,27.68954285893559,53.38289565019135,C,X,CX
P0279,sarima,9.793254132811308,11.213212993816223,156.72662665524817,C,Y,CY
P0198,sarima,20.01613880179959,21.257483279579066,54.589336641903074,C,X,CX
P0137,sarima,4.980824572633175,5.654059834904276,198.32687677028363,C,Y,CY
P0233,obsolete,,,,C,Z,CZ
P0170,sarima,25.09202631054219,28.747805242905013,176.65348000391444,C,X,CX
P0261,croston,0.9618472786830413,1.0711547085889108,29.51806120163747,C,Y,CY
P0132,sarima,10.0,12.342339054382412,32.85576064881071,C,X,CX
P0234,obsolete,,,,C,Y,CY
P0128,obsolete,,,,C,Y,CY
P0272,sarima,9.376502674747798,11.14707821466996,76.78978713642111,C,X,CX
P0130,sarima,29.57726342881612,36.38674607509945,85.87890487029833,C,X,CX
P0271,sarima,6.818661894726567,8.01270762941034,61.9970393334243,C,X,CX
P0199,obsolete,,,,C,Y,CY
P0126,sarima,24.8120389264588,26.67544578447638,71.90949423584695,C,X,CX
P0127,sarima,17.315685502577566,21.576969537802448,66.23332387923816,C,X,CX
P0121,sarima,15.014818846353448,18.882543080421666,78.92944086965166,C,X,CX
P0211,sarima,21.615866746131122,24.23833415446162,66.43958069202776,C,X,CX
P0173,croston,7.0,9.108469392701675,189.51198851733037,C,Z,CZ
P0131,sarima,23.5,28.127685057015743,85.8500417710944,C,X,CX
P0202,obsolete,,,,C,Y,CY
P0143,sarima,20.207071656902794,22.282522065182103,66.4957989999357,C,X,CX
P0278,sarima,7.630136837474898,8.313028751861214,114.92083349212588,C,X,CX
P0213,obsolete,,,,C,Y,CY
P0259,obsolete,,,,C,Z,CZ
P0226,sarima,1.935150911016878,2.160063500292882,190.31004029465683,C,Y,CY
P0225,obsolete,,,,C,Z,CZ
P0142,sarima,3.529351941986851,4.826563458432892,103.83403657085653,C,Y,CY
P0196,obsolete,,,,C,Y,CY
P0200,sarima,65.25964292669558,69.86952115520292,104.53712357901637,C,X,CX
P0277,sarima,2.660415274540959,3.3104016777060714,175.6118899974017,C,Y,CY
P0205,sarima,24.833333333333332,25.79728667902886,64.3470201700752,C,X,CX
P0242,sarima,18.306282542851367,25.11801734020544,65.1474847167836,C,X,CX
P0162,obsolete,,,,C,Y,CY
P0236,sarima,22.333333333333332,35.832945734337834,37.11818355243594,C,X,CX
P0100,sarima,2.183141311399789,2.8846964746563715,90.50416705945685,C,X,CX
P0206,obsolete,,,,C,Y,CY
P0172,croston,8.5,10.936817075367241,74.12273006511266,C,Z,CZ
P0237,sarima,12.236498411803096,14.729523086115664,75.21464910873333,C,X,CX
P0204,sarima,22.864865673767643,25.579782145644565,60.794583426402426,C,X,CX
P0241,sarima,24.317969088445555,27.398992182630096,83.57570909918573,C,Y,CY
P0240,sarima,19.462879506559933,24.471303332663112,59.026005801680505,C,X,CX
P0268,sarima,5.843705222364882,6.3196279700739755,432.5,C,Y,CY
P0254,obsolete,,,,C,X,CX
P0161,croston,4.450113959587377,4.973976546605259,301.10194084534265,C,Z,CZ
P0139,sarima,6.833733302961742,9.068016574468654,436.8679938147009,C,Y,CY
P0120,sarima,33.666666666666664,43.69210454990696,127.14873693134561,C,X,CX
P0257,obsolete,,,,C,Y,CY
P0258,obsolete,,,,C,Y,CY
P0256,obsolete,,,,C,Z,CZ
P0238,sarima,9.166666666666666,16.62828914831589,19.726292226292223,C,X,CX
P0250,sarima,3.811267673762876,4.728070426198576,165.18919587946942,C,Y,CY
P0249,obsolete,,,,C,Y,CY
P0124,obsolete,,,,C,Z,CZ
P0169,croston,4.333333333333333,4.899801503973919,197.63982323659957,C,Z,CZ
P0129,sarima,13.329369657101957,14.064004520215075,44.93870898028273,C,X,CX
P0239,sarima,46.33697263971049,55.50856909500221,237.0511488141536,C,Y,CY
P0119,sarima,5.333333333333333,6.506407098647712,100.0,C,Y,CY
